cOtotoxicity,Cost,Strategy 1,Strategy 2,Strategy 3,QALY,Strategy 1,Strategy 2,Strategy 3,LY,Strategy 1,Strategy 2,Strategy 3,ICER ($/QALY),Strategy 1,Strategy 2,Strategy 3
42366.0,,4613.215577879701,4371.697699225715,4562.359232256617,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,48982.61061659721
50229.22,,4623.2893059673725,4379.431470167393,4567.967514350909,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,48436.5539950733
58092.44,,4633.363034055044,4387.165241109069,4573.5757964452005,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,47890.497373549624
65955.66,,4643.436762142715,4394.899012050747,4579.1840785394925,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,47344.440752025715
73818.88,,4653.5104902303865,4402.632782992423,4584.7923606337845,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,46798.38413050228
81682.1,,4663.5842183180575,4410.3665539341,4590.4006427280765,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,46252.327508978604
89545.32,,4673.657946405729,4418.100324875778,4596.0089248223685,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,45706.270887454695
97408.54000000001,,4683.7316744934,4425.834095817455,4601.6172069166605,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,45160.21426593103
105271.76000000001,,4693.805402581072,4433.567866759132,4607.2254890109525,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,44614.15764440735
113134.98,,4703.879130668743,4441.301637700809,4612.8337711052445,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,44068.101022883675
120998.2,,4713.952858756415,4449.035408642487,4618.4420531995365,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,43522.04440135977
128861.42,,4724.026586844086,4456.769179584164,4624.050335293828,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,42975.987779835865
136724.64,,4734.100314931757,4464.502950525841,4629.65861738812,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,42429.93115831219
144587.86,,4744.174043019429,4472.236721467517,4635.266899482412,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,41883.87453678875
152451.08000000002,,4754.2477711071,4479.970492409195,4640.875181576704,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,41337.817915264844
160314.3,,4764.321499194771,4487.704263350872,4646.483463670996,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,40791.76129374117
168177.52000000002,,4774.395227282442,4495.438034292549,4652.091745765287,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,40245.70467221727
176040.74,,4784.468955370114,4503.171805234226,4657.700027859579,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,39699.64805069359
183903.96,,4794.542683457786,4510.905576175903,4663.308309953871,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,39153.591429169916
191767.18,,4804.616411545457,4518.63934711758,4668.916592048163,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,38607.53480764625
199630.4,,4814.690139633128,4526.373118059258,4674.524874142455,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,38061.47818612234
207493.62,,4824.763867720799,4534.106889000934,4680.133156236747,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,37515.421564598895
215356.84,,4834.83759580847,4541.840659942611,4685.741438331039,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,36969.36494307523
223220.06,,4844.911323896142,4549.574430884288,4691.349720425331,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,36423.30832155155
231083.28,,4854.985051983813,4557.308201825965,4696.958002519623,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,35877.251700027875
238946.5,,4865.058780071484,4565.041972767643,4702.566284613914,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,35331.19507850373
246809.72,,4875.132508159155,4572.775743709319,4708.174566708206,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,34785.1384569803
254672.94,,4885.206236246827,4580.509514650997,4713.782848802498,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,34239.08183545639
262536.16000000003,,4895.279964334498,4588.243285592673,4719.39113089679,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,33693.02521393295
270399.38,,4905.35369242217,4595.977056534351,4724.999412991082,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,33146.968592409045
278262.6,,4915.427420509841,4603.710827476028,4730.607695085373,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,32600.911970885136
286125.82,,4925.501148597512,4611.444598417705,4736.215977179665,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,32054.855349361464
293989.04000000004,,4935.574876685183,4619.178369359382,4741.824259273957,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,31508.798727837788
301852.26,,4945.648604772854,4626.9121403010595,4747.432541368249,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,30962.742106313883
309715.48,,4955.722332860526,4634.645911242736,4753.040823462541,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,30416.685484790443
317578.7,,4965.796060948197,4642.3796821844135,4758.649105556833,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,29870.628863266535
325441.92,,4975.869789035869,4650.11345312609,4764.257387651125,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,29324.572241743095
333305.14,,4985.943517123541,4657.8472240677675,4769.865669745417,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,28778.51562021919
341168.36,,4996.017245211212,4665.580995009444,4775.473951839709,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,28232.458998695514
349031.58,,5006.090973298883,4673.314765951121,4781.082233934001,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,27686.402377171842
356894.8,,5016.164701386554,4681.048536892798,4786.690516028292,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,27140.345755647933
364758.02,,5026.238429474225,4688.782307834475,4792.298798122584,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,26594.28913412426
372621.24,,5036.312157561897,4696.516078776152,4797.907080216876,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,26048.23251260059
380484.46,,5046.385885649569,4704.249849717829,4803.515362311168,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,25502.175891076917
388347.68,,5056.45961373724,4711.983620659506,4809.123644405459,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,24956.119269553008
396210.9,,5066.533341824911,4719.717391601183,4814.731926499751,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,24410.062648029336
404074.12,,5076.607069912582,4727.45116254286,4820.340208594043,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,23864.00602650566
411937.34,,5086.680798000253,4735.184933484537,4825.948490688335,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,23317.949404981988
419800.56,,5096.754526087925,4742.918704426215,4831.556772782627,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,22771.892783458083
427663.78,,5106.828254175597,4750.652475367891,4837.165054876919,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,22225.83616193464
435527.0,,5116.901982263267,4758.386246309568,4842.773336971211,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,21679.779540410967
443390.22000000003,,5126.975710350939,4766.120017251245,4848.381619065503,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,21133.722918887295
451253.44,,5137.04943843861,4773.853788192923,4853.9899011597945,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,20587.666297363154
459116.66000000003,,5147.123166526282,4781.5875591346,4859.5981832540865,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,20041.60967583948
466979.88,,5157.196894613953,4789.321330076277,4865.2064653483785,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,19495.553054315806
474843.10000000003,,5167.270622701624,4797.055101017954,4870.8147474426705,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,18949.496432792133
482706.32,,5177.344350789295,4804.788871959631,4876.4230295369625,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,18403.43981126846
490569.54000000004,,5187.418078876966,4812.522642901309,4882.0313116312545,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,17857.383189744553
498432.76,,5197.491806964637,4820.256413842986,4887.639593725547,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,17311.32656822088
506295.98000000004,,5207.56553505231,4827.990184784663,4893.247875819838,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,16765.26994669697
514159.2,,5217.639263139979,4835.72395572634,4898.85615791413,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,16219.2133251733
522022.42000000004,,5227.712991227652,4843.457726668017,4904.464440008422,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,15673.156703649627
529885.64,,5237.786719315323,4851.191497609694,4910.072722102714,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,15127.100082125953
537748.8600000001,,5247.860447402994,4858.925268551371,4915.681004197006,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,14581.043460602279
545612.0800000001,,5257.934175490665,4866.659039493048,4921.289286291298,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,14034.986839078607
553475.3,,5268.007903578337,4874.392810434725,4926.89756838559,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,13488.930217554933
561338.52,,5278.081631666008,4882.126581376402,4932.505850479881,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,12942.873596031026
569201.74,,5288.155359753681,4889.860352318079,4938.114132574173,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,12396.816974507352
577064.96,,5298.229087841352,4897.594123259756,4943.722414668465,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,11850.76035298368
584928.18,,5308.302815929023,4905.327894201433,4949.330696762757,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,11304.703731460006
592791.4,,5318.376544016694,4913.06166514311,4954.938978857049,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,10758.647109936333
600654.62,,5328.4502721043655,4920.795436084787,4960.547260951341,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,10212.59048841266
608517.84,,5338.524000192037,4928.529207026464,4966.155543045632,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,9666.533866888753
616381.06,,5348.5977282797085,4936.262977968142,4971.763825139924,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,9120.477245364846
624244.28,,5358.6714563673795,4943.996748909818,4977.372107234216,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,8574.420623841406
632107.5,,5368.745184455051,4951.730519851496,4982.980389328508,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,8028.3640023174985
639970.72,,5378.8189125427225,4959.464290793173,4988.5886714228,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,7482.307380793825
647833.9400000001,,5388.8926406303935,4967.19806173485,4994.196953517092,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,6936.250759270151
655697.16,,5398.966368718065,4974.931832676527,4999.805235611384,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,6390.194137746478
663560.38,,5409.0400968057365,4982.665603618204,5005.413517705676,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,5844.137516222805
671423.6,,5419.113824893408,4990.399374559881,5011.021799799967,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,5298.080894698898
679286.8200000001,,5429.1875529810795,4998.133145501559,5016.630081894259,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,4752.024273174991
687150.04,,5439.26128106875,5005.866916443236,5022.238363988551,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,4205.967651651317
695013.26,,5449.335009156421,5013.600687384912,5027.846646082843,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,3659.911030127878
702876.48,,5459.408737244094,5021.33445832659,5033.454928177135,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,3113.854408603971
710739.7000000001,,5469.482465331764,5029.068229268266,5039.063210271426,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,2567.7977870802974
718602.92,,5479.556193419436,5036.802000209944,5044.671492365718,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,2021.7411655563906
726466.14,,5489.629921507107,5044.535771151621,5050.27977446001,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,1475.6845440327172
734329.36,,5499.703649594778,5052.269542093298,5055.888056554302,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,929.6279225090439
742192.5800000001,,5509.777377682449,5060.003313034975,5061.496338648594,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,383.57130098537056
750055.8,,5519.85110577012,5067.737083976652,5067.104620742886,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Strongly Dominated (Baseline),Cost Saving
757919.02,,5529.924833857791,5075.470854918329,5072.712902837178,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Strongly Dominated (Baseline),Cost Saving
765782.24,,5539.998561945463,5083.204625860006,5078.32118493147,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Strongly Dominated (Baseline),Cost Saving
773645.4600000001,,5550.072290033134,5090.938396801683,5083.929467025762,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Strongly Dominated (Baseline),Cost Saving
781508.68,,5560.146018120806,5098.67216774336,5089.537749120054,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Strongly Dominated (Baseline),Cost Saving
789371.9,,5570.219746208478,5106.405938685038,5095.146031214345,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Strongly Dominated (Baseline),Cost Saving
797235.12,,5580.293474296149,5114.139709626714,5100.754313308637,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Strongly Dominated (Baseline),Cost Saving
805098.34,,5590.367202383821,5121.873480568392,5106.362595402929,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Strongly Dominated (Baseline),Cost Saving
812961.56,,5600.440930471492,5129.607251510069,5111.970877497221,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Strongly Dominated (Baseline),Cost Saving
820824.78,,5610.514658559164,5137.341022451746,5117.579159591513,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Strongly Dominated (Baseline),Cost Saving
828688.0,,5620.588386646834,5145.074793393422,5123.1874416858045,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Strongly Dominated (Baseline),Cost Saving
